,base_text,model,prediction,confidence
0,"Caravaggisti were a group of Baroque painters who were followers or imitators of the famous Italian artist Caravaggio. Active in the early 17th century, the Caravaggisti were known for their use of dramatic chiaroscuro, or the contrast between light and dark, which was a signature style of Caravaggio. These artists often depicted subjects with a heightened sense of naturalism and emotional intensity. The Caravaggisti were spread throughout Europe, with notable artists in Italy, the Netherlands, Spain, and France. While they drew inspiration from Caravaggio's innovative approach to painting, each artist also developed their own unique style and interpretation. Some of the most prominent Caravaggisti include Artemisia Gentileschi, Jusepe de Ribera, and Georges de La Tour. Despite sharing common influences, the Caravaggisti were not a formal artistic school and varied in their interpretations of Caravaggio's techniques. Many Caravaggisti artists faced both critical acclaim and controversy due to the realism and sometimes controversial subject matter of their works. Their influence can be seen in the evolution of Baroque art and the continued appreciation of Caravaggio's revolutionary contributions to painting. Although the term ""Caravaggisti"" was not commonly used during the artists' lifetimes, it has since been adopted by art historians to refer to this group of painters who were deeply influenced by Caravaggio's work.",gpt3,ai,0.9997932945046397
1,"""We K-Pop"" is a popular South Korean reality television show that airs on KBS World. The show provides a platform for international K-pop fans to showcase their love and passion for K-pop music and culture. We K-Pop features fans from around the world who are selected to travel to South Korea and experience various aspects of K-pop firsthand. These fans get the chance to meet their favorite K-pop idols, attend music shows, and participate in cultural activities. The show aims to strengthen the global K-pop community by bridging cultural gaps and promoting cross-cultural exchanges. We K-Pop also highlights the influence and impact of K-pop on fans worldwide, celebrating the genre's ability to bring people together. Through the show, viewers get an inside look at the behind-the-scenes of the K-pop industry and gain insight into the dedication and hard work of K-pop artists. We K-Pop serves as a platform for fans to express their admiration for K-pop, share their personal stories, and connect with like-minded individuals globally. The show has garnered a dedicated following and has helped to expand the reach and influence of K-pop beyond South Korea's borders. Overall, We K-Pop plays a significant role in promoting cultural exchange, fostering global connections, and spreading the love for K-pop music worldwide.",gpt3,ai,0.9991781598830806
2,"Bankera is a fintech company that offers a range of financial services using blockchain technology. It was founded in 2017 by the same team behind the successful SpectroCoin cryptocurrency exchange. The company aims to bridge the gap between traditional banking services and the emerging world of cryptocurrencies. Bankera provides services such as payment processing, IBAN accounts, and payment cards. It also offers a cryptocurrency exchange platform and a digital wallet. The company's native token, BNK, is used for various functions within the Bankera ecosystem. Bankera prides itself on being a fully regulated financial institution, holding licenses such as Electronic Money Institution (EMI) and Virtual Currency Wallet Service Provider. As of [current year], Bankera continues to expand its services and offerings to cater to the growing demand for blockchain-based financial solutions globally.",gpt3,ai,0.7905114657503735
3,"The Shun Tak Fraternal Association Leung Kau Kui College (STFA LKKC) is a secondary school located in Hong Kong. It was established by the Shun Tak Fraternal Association in 1999. The school is named after Leung Kau Kui, a famous musician and member of the Hong Kong rock band Beyond, who passed away in 1993. STFA LKKC offers a comprehensive educational program for students from Form 1 to Form 6 in both academic and non-academic subjects.

The college is known for its emphasis on holistic education, aiming to cultivate students' intellectual, physical, social, and moral development. The school's curriculum includes a wide range of subjects, including languages, sciences, humanities, and arts. STFA LKKC is committed to providing a vibrant and supportive learning environment for its students, with a focus on character building and leadership development.

The college has a strong academic track record, with many students achieving excellent results in public examinations. Beyond academics, STFA LKKC offers a variety of extra-curricular activities, such as sports, music, and community service, to enrich students' learning experiences. The school also promotes values such as respect, responsibility, and resilience among its student body.

STFA LKKC values partnerships with parents, alumni, and the community to ensure the success of its students. The college has a dedicated team of teachers and staff who are committed to nurturing and guiding students towards their full potential. Overall, the Shun Tak Fraternal Association Leung Kau Kui College is a reputable institution in Hong Kong that provides a well-rounded education for its students.",gpt3,ai,0.9964624449751025
4,"The Episcopal Diocese of Maine is a constituent diocese within the Episcopal Church in the United States, comprising the entire state of Maine. Established in 1820, it is one of the oldest dioceses in the Episcopal Church. The diocese is led by the Bishop of Maine, who serves as the spiritual and administrative head of the diocese. The current bishop is the Right Reverend Thomas J. Brown, who was consecrated in 2019. The diocese consists of approximately 58 congregations spread across the state, ranging from small rural parishes to larger urban churches. It is known for its commitment to social justice issues, environmental stewardship, and inclusivity. The Episcopal Diocese of Maine is actively involved in community outreach programs, interfaith dialogue, and advocacy for marginalized populations. The diocese is a member of the worldwide Anglican Communion, adhering to the principles of the Book of Common Prayer. Through its various ministries and initiatives, the Episcopal Diocese of Maine seeks to promote spiritual growth, foster Christian fellowship, and engage in meaningful dialogue on contemporary issues.",gpt3,ai,0.9997932945046397
5,"Lake Burera is a freshwater lake located in the Northern Province of Rwanda, near the town of Ruhengeri. It is one of the twin lakes along with Lake Ruhondo, situated in a scenic area known for its steep hills and stunning views. The lake covers an area of approximately 39 square kilometers and reaches depths of up to 35 meters. Lake Burera is a vital source of water for local communities, supporting fishing and agricultural activities in the region. The surrounding area is characterized by terraced hillsides, small farms, and traditional villages. The lake is also an important habitat for various bird species, including herons, kingfishers, and ibises. Visitors to Lake Burera can enjoy activities such as fishing, boat trips, and hiking along the lake shores. The region is known for its rich biodiversity and stunning natural beauty, making it a popular destination for ecotourism. Efforts are underway to conserve the lake and its surrounding environment, including initiatives to promote sustainable fishing practices and protect the area from pollution. Overall, Lake Burera stands as a symbol of Rwanda's natural heritage and the importance of preserving its unique ecosystems for future generations.",gpt3,ai,0.9997932945046397
6,"The Tatuus F4-T014 is a single-seater racing car developed by Italian manufacturer Tatuus for competition in the FIA Formula 4 category. It was introduced in 2014 as part of the FIA's efforts to create a standardized entry-level formula racing series to bridge the gap between karting and higher levels of open-wheel racing. The chassis of the F4-T014 is constructed from carbon fiber, ensuring high levels of safety and performance. The car is powered by a 1.4-liter turbocharged Abarth engine, capable of producing around 160 horsepower. The F4-T014 features a six-speed sequential gearbox, adjustable aerodynamics, and a Halo safety device to protect the driver in the event of an accident. The car has been adopted by various national and regional FIA Formula 4 championships around the world, providing young drivers with a cost-effective platform to develop their racing skills. The F4-T014 is known for its user-friendly handling characteristics, making it an ideal choice for drivers transitioning from karting to single-seater racing. Tatuus has a longstanding history of producing successful race cars, with the F4-T014 adding to their reputation for delivering high-quality machinery for junior categories. The car has been praised for its reliability, affordability, and close racing it produces, making it a popular choice for young talents looking to make their mark in the world of motorsport. Overall, the Tatuus F4-T014 has played a significant role in nurturing young racing talent and preparing them for the challenges of higher-level formula racing.",gpt3,ai,0.9997932945046397
7,"Patrick Wolff is an American chess grandmaster born on February 15, 1968, in the United States. He achieved the title of grandmaster in 1990, and his peak FIDE rating was 2644 in July 1995. Wolff represented the United States in numerous chess Olympiads, playing for the national team in six different competitions. He was also known for his successful performances in several prestigious chess tournaments, including the US Chess Championship. In addition to his playing career, Wolff has contributed to chess as a writer and commentator, sharing his insights and knowledge with the chess community. He has authored multiple books on chess strategy and tactics, further establishing himself as a respected figure in the chess world. Wolff's analytical skills and strategic prowess have earned him a reputation as a formidable chess player and a valuable resource for aspiring players looking to improve their game. His contributions to chess theory and his competitive achievements have solidified his place in the annals of American chess history.",gpt3,ai,0.9961825041658076
8,"The Azerbaijan–Georgia–Romania Interconnector is a planned gas pipeline project that aims to connect the energy resources of Azerbaijan with the European market through Georgia and Romania. The pipeline is part of the Southern Gas Corridor initiative, which seeks to diversify Europe's gas supply and reduce its dependence on Russian gas. The project involves the construction of a 2,000-kilometer pipeline that will transport natural gas from Azerbaijan's Shah Deniz II field in the Caspian Sea to Eastern Europe. The interconnector will have the capacity to transport up to 8 billion cubic meters of gas per year. It is expected to enhance energy security in the region by providing an alternative source of gas supply. The project is supported by the European Union as part of its efforts to strengthen energy cooperation with the Eastern Partnership countries. The Azerbaijan–Georgia–Romania Interconnector is seen as a key infrastructure project that will contribute to the development of the gas market in the region. The pipeline is also expected to promote economic growth and create new opportunities for trade and investment. Construction of the interconnector is scheduled to be completed by 2022, with the pipeline becoming operational shortly after. Once operational, the Azerbaijan–Georgia–Romania Interconnector will play a significant role in ensuring the diversification of gas supply routes to Europe.",gpt3,ai,1.0
9,"Uppsala Cathedral, also known as Uppsala Domkyrka in Swedish, is a large church located in Uppsala, Sweden. It is the tallest church building in Scandinavia, standing at 118.7 meters (389 feet) high with its twin towers. The cathedral is dedicated to Saint Eric, the patron saint of Sweden. Construction of the cathedral began in the late 13th century and continued over several centuries, resulting in a mix of architectural styles including Romanesque, Gothic, and Baroque. The interior of the cathedral is adorned with beautiful frescoes, sculptures, and intricate wood carvings. Uppsala Cathedral is the seat of the Archbishop of the Church of Sweden and has played a significant role in Swedish history, hosting many royal coronations, wedding ceremonies, and other important events. The cathedral also houses the tombs of several Swedish monarchs and prominent historical figures. Visitors to Uppsala Cathedral can explore its rich history, attend services, and enjoy the peaceful atmosphere of this historic landmark. With its stunning architecture and historical significance, Uppsala Cathedral is a popular tourist destination in Sweden, attracting visitors from around the world.",gpt3,ai,0.9997932945046397
